Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
20.5,0,0.020587886,6,89.583,1,1987,2.0,2,1,1797.66
18.25,0,0.130095044,13,257.2962,0,1998,,2,0,517.9924
7.475,0,0.013146636,9,214.5192,5,2002,,1,1,2804.3496
12.15,0,0.02176755,1,164.6184,5,2002,,1,1,3797.7232
7.97,0,0.0,14,172.0422,3,2009,1.0,2,2,5690.5926
15.25,0,0.08995645,5,217.1192,7,1999,1.0,0,1,3235.788
16.35,1,0.062665642,6,225.6062,3,2009,1.0,2,2,1579.9434
11.1,0,0.176182345,0,158.1604,4,2004,0.0,1,1,1901.5248
11.8,0,0.022843501,8,177.8686,6,1997,0.0,0,1,4621.9836
14.3,1,0.034411238,0,98.6726,6,1997,0.0,0,1,782.9808
13.65,1,0.0,10,36.6532,2,2007,,1,1,755.0172
16.75,0,0.128861359,1,86.2856,4,2004,0.0,1,1,1406.1696
16.25,0,0.078290271,3,93.1804,7,1999,1.0,0,1,1194.4452
18.0,0,0.008539208,0,81.2618,4,2004,0.0,1,1,402.809
20.2,1,0.100095288,6,125.2678,0,1998,,2,0,127.1678
15.0,0,0.046447328,1,121.5414,7,1999,1.0,0,1,2436.828
13.0,0,0.154487495,3,77.2986,2,2007,,1,1,1246.3776
14.65,0,0.072178679,9,262.9594,7,1999,1.0,0,1,5233.188
5.88,0,0.003599378,7,152.2998,5,2002,,1,1,3075.996
12.35,0,0.026832182,3,57.3246,2,2007,,1,1,1332.2658
9.0,0,0.019616991,9,169.6474,2,2007,,1,1,2526.711
10.395,0,0.05226427,12,158.4604,0,1998,,2,0,158.4604
10.195,0,0.112203445,7,111.786,4,2004,0.0,1,1,1697.79
9.695,0,0.114170506,8,158.9604,5,2002,,1,1,1743.0644
19.35,1,0.082266419,0,48.8034,6,1997,0.0,0,1,340.2238
16.7,1,0.038685176,13,146.6102,3,2009,1.0,2,2,2770.3938
5.985,0,0.095795326,5,128.4678,6,1997,0.0,0,1,508.6712
8.85,0,0.026814124,9,103.7964,0,1998,,2,0,210.3928
15.7,0,0.045203854,5,180.266,6,1997,0.0,0,1,1617.894
12.5,0,0.020697723,1,198.8742,6,1997,0.0,0,1,5773.1518
19.35,0,0.027827268,8,65.6168,3,2009,1.0,2,2,383.5008
7.72,1,0.074883035,1,79.8986,5,2002,,1,1,1090.5804
17.2,0,0.156298858,10,162.1578,6,1997,0.0,0,1,1283.6624
8.895,0,0.044093978,5,208.3954,0,1998,,2,0,1041.977
20.2,1,0.117599259,0,195.311,5,2002,,1,1,3338.987
20.5,0,0.036140297,6,120.0756,6,1997,0.0,0,1,2302.3364
17.6,0,0.104791689,13,165.2868,1,1987,2.0,2,1,3111.9492
11.15,0,0.057021156,0,106.8622,7,1999,1.0,0,1,2011.3818
19.6,1,0.12829573,13,167.2816,5,2002,,1,1,2013.3792
10.895,1,0.03263762,5,147.7102,2,2007,,1,1,1895.5326
13.85,0,0.034765901,7,114.2492,2,2007,,1,1,1853.5872
15.1,0,0.095696334,0,159.7604,2,2007,,1,1,2693.8268
15.0,0,0.071371458,8,125.2362,6,1997,0.0,0,1,1384.1982
12.85,0,0.022696131,6,179.9318,3,2009,1.0,2,2,2706.477
16.85,1,0.267565911,5,194.1478,0,1998,,2,0,1162.4868
15.5,0,0.053327763,14,44.477,1,1987,2.0,2,1,865.54
15.85,1,0.007145063,13,41.048,4,2004,0.0,1,1,479.376
21.2,0,0.071076055,13,174.837,2,2007,,1,1,5469.547
13.35,0,0.139426044,5,148.3392,4,2004,0.0,1,1,3877.6192
6.11,1,0.151925271,14,46.6086,4,2004,0.0,1,1,624.5204
13.0,0,0.099479703,9,44.906,7,1999,1.0,0,1,652.484
6.425,0,0.010454459,3,115.6808,7,1999,1.0,0,1,1406.1696
12.0,0,0.075701524,0,124.6388,5,2002,,1,1,2105.2596
7.535,0,0.081914677,14,120.344,7,1999,1.0,0,1,3835.008
7.68,0,0.071010513,6,190.9162,7,1999,1.0,0,1,5195.2374
14.7,0,0.072444983,6,48.6034,5,2002,,1,1,194.4136
10.3,0,0.069981909,4,263.0226,1,1987,2.0,2,1,6079.4198
13.8,1,0.06457046,6,76.2012,2,2007,,1,1,1669.8264
10.1,0,0.024159767,3,114.715,4,2004,0.0,1,1,815.605
7.785,0,0.089210159,6,64.251,2,2007,,1,1,1328.271
13.8,0,0.097611115,4,54.893,2,2007,,1,1,679.116
11.8,0,0.058975504,8,81.7618,3,2009,1.0,2,2,966.7416
10.5,0,0.027430696,9,171.1106,2,2007,,1,1,3593.3226
19.7,0,0.038815341,7,124.2362,5,2002,,1,1,1887.543
15.1,1,0.096491904,10,134.4942,3,2009,1.0,2,2,1854.9188
16.2,0,0.033568871,14,74.9696,2,2007,,1,1,2162.5184
11.3,1,0.054507422,10,96.3094,1,1987,2.0,2,1,666.4658
19.7,0,0.041974489,5,108.6912,2,2007,,1,1,2183.824
20.6,1,0.048207431,6,188.0556,2,2007,,1,1,2065.3116
9.5,0,0.041065647,7,223.5088,2,2007,,1,1,4697.8848
13.5,1,0.128709014,15,96.1068,1,1987,2.0,2,1,1846.9292
13.65,0,0.03596071,13,186.3924,6,1997,0.0,0,1,1665.8316
7.27,0,0.046520703,8,97.7384,1,1987,2.0,2,1,591.2304
6.86,0,0.03674399,9,231.201,2,2007,,1,1,6201.927
14.7,0,0.072238195,6,47.5034,1,1987,2.0,2,1,972.068
9.195,0,0.101500374,0,45.2744,5,2002,,1,1,679.116
14.15,0,0.042246575,4,54.2982,7,1999,1.0,0,1,1104.5622
12.3,1,0.058105769,13,60.4562,4,2004,0.0,1,1,1777.686
11.8,1,0.170141787,3,116.7834,1,1987,2.0,2,1,2303.668
13.6,1,0.049579883,5,110.0912,4,2004,0.0,1,1,1965.4416
11.6,0,0.0,3,178.2686,7,1999,1.0,0,1,1955.4546
15.0,0,0.058725134,13,43.6744,2,2007,,1,1,407.4696
7.0,0,0.0,3,105.628,7,1999,1.0,0,1,1384.864
13.1,0,0.075695552,4,168.4158,7,1999,1.0,0,1,1504.0422
11.3,0,0.007321067,10,197.7426,2,2007,,1,1,2570.6538
12.3,0,0.009463757,0,73.838,2,2007,,1,1,1245.046
10.0,0,0.021407511,9,248.175,1,1987,2.0,2,1,3495.45
6.98,0,0.041273236,3,82.4934,3,2009,1.0,2,2,982.7208
19.0,0,0.128090139,13,107.0622,6,1997,0.0,0,1,1376.2086
17.0,0,0.135707553,6,172.5106,4,2004,0.0,1,1,2053.3272
15.15,0,0.027774002,0,152.3708,4,2004,0.0,1,1,3159.8868
8.355,0,0.187939003,3,146.9418,5,2002,,1,1,1029.9926
12.15,0,0.14492016,8,224.4404,1,1987,2.0,2,1,1800.3232
17.25,1,0.125419157,2,40.048,7,1999,1.0,0,1,399.48
6.46,1,0.049121972,6,144.6102,1,1987,2.0,2,1,2916.204
5.78,1,0.074149074,13,262.2568,6,1997,0.0,0,1,5273.136
18.7,0,0.04604992,8,151.9682,1,1987,2.0,2,1,3354.3004
19.2,0,0.035384612,13,180.3318,2,2007,,1,1,3428.2042
7.35,0,0.028711412,6,39.9454,3,2009,1.0,2,2,377.5086
20.35,1,0.0,10,81.6276,6,1997,0.0,0,1,1787.0072
17.85,0,0.037826873,14,189.7188,6,1997,0.0,0,1,2285.0256
4.615,1,0.101747034,3,231.33,1,1987,2.0,2,1,4660.6
15.0,0,0.0,13,47.2744,4,2004,0.0,1,1,679.116
12.1,1,0.061424738,14,56.7614,3,2009,1.0,2,2,1049.9666
11.65,0,0.040597054,6,187.324,5,2002,,1,1,1864.24
15.5,1,0.126791761,0,262.1568,0,1998,,2,0,527.3136
9.195,1,0.117484834,13,158.5578,6,1997,0.0,0,1,2406.867
15.1,1,0.106097275,6,43.2796,3,2009,1.0,2,2,123.8388
5.095,1,0.129395895,13,140.3838,1,1987,2.0,2,1,1826.2894
15.1,1,0.100265027,6,142.5786,3,2009,1.0,2,2,3323.0078
12.1,0,0.011557563,4,165.3526,7,1999,1.0,0,1,3453.5046
6.235,0,0.119157788,9,263.791,3,2009,1.0,2,2,2103.928
15.0,0,0.077622622,1,121.8414,0,1998,,2,0,243.6828
10.65,1,0.085135953,13,232.3668,6,1997,0.0,0,1,3685.8688
9.8,1,0.106816919,6,114.2492,0,1998,,2,0,463.3968
18.25,0,0.04421348,7,173.408,1,1987,2.0,2,1,1038.648
19.6,0,0.094308058,9,251.8698,7,1999,1.0,0,1,3551.3772
17.0,1,0.026622757,3,144.247,5,2002,,1,1,3149.234
9.6,1,0.014234595,13,190.2872,7,1999,1.0,0,1,4727.18
8.51,1,0.078526225,13,173.5422,7,1999,1.0,0,1,5000.8238
5.88,0,0.0249887,9,150.3392,3,2009,1.0,2,2,447.4176
8.905,0,0.143712172,5,60.2878,3,2009,1.0,2,2,1151.1682
8.85,0,0.053822086,6,183.8292,1,1987,2.0,2,1,2554.0088
20.7,0,0.043011277,4,177.2028,3,2009,1.0,2,2,3364.9532
6.3,0,0.127968205,3,209.627,3,2009,1.0,2,2,3984.813
17.5,1,0.007570599,4,144.6102,3,2009,1.0,2,2,2187.153
5.765,0,0.081996785,0,40.1164,4,2004,0.0,1,1,540.6296
17.75,1,0.067777778,0,186.924,3,2009,1.0,2,2,3169.208
5.035,1,0.080362549,1,229.0036,2,2007,,1,1,4326.3684
8.355,0,0.013929059,0,94.1462,6,1997,0.0,0,1,2221.1088
6.13,0,0.077169953,4,63.0536,2,2007,,1,1,1225.072
10.5,1,0.0,0,143.3128,6,1997,0.0,0,1,1438.128
12.5,0,0.112681821,3,119.144,3,2009,1.0,2,2,3235.788
20.75,0,0.02512588,8,150.4734,4,2004,0.0,1,1,890.8404
13.35,1,0.15021128,13,179.066,2,2007,,1,1,2696.49
7.96,0,0.028357839,3,163.2894,4,2004,0.0,1,1,4530.1032
8.92,0,0.130663423,9,175.237,2,2007,,1,1,2117.244
6.635,1,0.006335942,0,121.8098,7,1999,1.0,0,1,2048.6666
15.5,0,0.032845997,0,106.7938,1,1987,2.0,2,1,3215.814
6.13,0,0.076735903,4,62.4536,6,1997,0.0,0,1,1225.072
7.315,0,0.01530184,13,154.434,6,1997,0.0,0,1,1378.206
16.0,1,0.029377239,10,46.1718,0,1998,,2,0,94.5436
16.85,0,0.233356571,13,146.576,0,1998,,2,0,439.428
15.85,0,0.137053947,3,94.4094,3,2009,1.0,2,2,1047.3034
15.0,0,0.0,13,43.4744,6,1997,0.0,0,1,543.2928
19.1,0,0.177236497,9,172.3422,4,2004,0.0,1,1,2586.633
19.0,0,0.111830282,5,105.4622,1,1987,2.0,2,1,952.7598
13.5,0,0.0,0,84.654,7,1999,1.0,0,1,1211.756
16.75,1,0.008204465,3,99.8674,7,1999,1.0,0,1,2342.9502
9.195,1,0.064143995,5,85.9566,5,2002,,1,1,1691.132
19.35,0,0.033275634,10,173.8738,2,2007,,1,1,2432.8332
11.8,1,0.107662745,4,224.1772,2,2007,,1,1,2890.9036
10.6,0,0.01115195,1,40.6454,2,2007,,1,1,167.7816
13.65,1,0.013064516,6,115.5834,5,2002,,1,1,1382.2008
14.85,1,0.009954237,13,158.263,7,1999,1.0,0,1,2659.871
13.5,1,0.067859568,4,60.1562,4,2004,0.0,1,1,1599.9174
5.635,0,0.103481775,0,150.005,5,2002,,1,1,1797.66
7.405,0,0.015358176,3,92.4146,2,2007,,1,1,1459.4336
11.35,0,0.030981392,13,51.9008,2,2007,,1,1,708.4112
16.1,1,0.013623294,6,109.3596,5,2002,,1,1,1186.4556
17.7,1,0.041098734,6,80.9276,3,2009,1.0,2,2,487.3656
13.1,0,0.01209726,11,188.853,4,2004,0.0,1,1,3225.801
14.3,1,0.034382602,0,96.5726,1,1987,2.0,2,1,2251.0698
8.6,0,0.090374342,9,114.3176,5,2002,,1,1,1946.7992
5.78,1,0.074451126,13,264.5568,3,2009,1.0,2,2,6327.7632
8.195,0,0.031467128,0,91.8462,5,2002,,1,1,2313.655
13.65,1,0.078786674,4,184.824,6,1997,0.0,0,1,3355.632
17.35,0,0.056032247,0,102.3016,5,2002,,1,1,1619.2256
20.25,0,0.058935522,9,246.646,6,1997,0.0,0,1,2463.46
16.1,0,0.034306962,6,252.3356,6,1997,0.0,0,1,3815.034
17.6,1,0.076431919,10,113.2202,3,2009,1.0,2,2,2025.3636
18.0,0,0.039090105,13,148.4418,5,2002,,1,1,4119.9704
12.5,0,0.031549131,8,99.0384,0,1998,,2,0,197.0768
9.065,0,0.115233813,5,94.4094,1,1987,2.0,2,1,2856.282
16.85,1,0.159825617,5,195.5478,4,2004,0.0,1,1,4262.4516
16.0,0,0.073080167,9,228.4668,2,2007,,1,1,2534.0348
9.3,0,0.066727717,5,181.6292,1,1987,2.0,2,1,2371.5796
6.215,0,0.012146608,6,37.9848,4,2004,0.0,1,1,782.9808
20.1,1,0.022552083,6,226.6036,2,2007,,1,1,6831.108
8.77,1,0.047036036,6,170.5422,2,2007,,1,1,2759.0752
16.25,0,0.087158654,4,95.141,4,2004,0.0,1,1,2220.443
15.15,0,0.027756137,0,150.4708,1,1987,2.0,2,1,2106.5912
13.15,0,0.092589917,9,159.5604,1,1987,2.0,2,1,1901.5248
12.15,0,0.0,9,117.615,1,1987,2.0,2,1,1514.695
20.85,0,0.121227447,13,197.5452,4,2004,0.0,1,1,4306.3944
18.2,1,0.066284519,6,247.2092,4,2004,0.0,1,1,3486.1288
8.3,0,0.03549838,6,36.6506,3,2009,1.0,2,2,455.4072
6.195,0,0.072131519,13,120.1098,5,2002,,1,1,2892.2352
15.1,0,0.0,6,216.4166,5,2002,,1,1,2830.3158
11.5,0,0.021020616,8,130.7942,5,2002,,1,1,2782.3782
19.0,0,0.111902259,5,105.4622,4,2004,0.0,1,1,1905.5196
10.5,0,0.071548187,5,120.2098,3,2009,1.0,2,2,602.549
8.8,0,0.071540443,13,210.6612,7,1999,1.0,0,1,2508.7344
17.75,0,0.014609738,6,160.4262,5,2002,,1,1,3182.524
17.75,1,0.156802171,4,242.1538,4,2004,0.0,1,1,4326.3684
20.75,0,0.024144862,6,123.373,4,2004,0.0,1,1,2093.941
16.7,1,0.062297249,13,60.6562,3,2009,1.0,2,2,592.562
13.85,0,0.031402114,11,40.248,5,2002,,1,1,319.584
15.35,1,0.113217223,6,191.1504,6,1997,0.0,0,1,1725.7536
12.1,0,0.0,6,177.3002,4,2004,0.0,1,1,3044.7034
12.15,0,0.0,9,118.515,3,2009,1.0,2,2,1398.18
16.35,0,0.013363902,11,106.128,4,2004,0.0,1,1,1917.504
7.27,0,0.07136748,14,111.8518,3,2009,1.0,2,2,2277.036
13.8,0,0.058192802,4,246.9802,7,1999,1.0,0,1,5896.3248
20.25,1,0.022976493,0,240.3538,7,1999,1.0,0,1,4086.0146
9.3,0,0.111220521,1,65.7826,6,1997,0.0,0,1,968.739
14.15,0,0.037967687,15,125.6046,7,1999,1.0,0,1,1618.5598
8.115,1,0.032158866,3,154.8972,6,1997,0.0,0,1,1713.7692
11.1,0,0.033176087,9,120.1124,5,2002,,1,1,1896.1984
12.5,0,0.018845298,8,96.7384,4,2004,0.0,1,1,2759.0752
9.8,1,0.056375879,1,84.6908,4,2004,0.0,1,1,1006.6896
19.7,1,0.161356273,3,253.1014,3,2009,1.0,2,2,2805.0154
14.3,1,0.034605882,0,95.9726,2,2007,,1,1,2153.1972
19.75,0,0.033942546,13,213.5902,7,1999,1.0,0,1,4460.1942
18.5,0,0.025740259,10,89.4172,1,1987,2.0,2,1,1605.9096
12.35,1,0.033754478,10,199.0426,4,2004,0.0,1,1,3361.6242
5.365,1,0.140458316,12,169.7764,7,1999,1.0,0,1,3263.7516
20.5,1,0.0,5,82.8592,4,2004,0.0,1,1,908.1512
8.71,0,0.139228412,3,49.5376,6,1997,0.0,0,1,1198.44
16.0,1,0.0,10,48.1718,2,2007,,1,1,756.3488
17.6,0,0.00799436,4,171.6422,1,1987,2.0,2,1,3793.7284
20.7,1,0.121767168,5,118.9466,5,2002,,1,1,353.5398
13.0,1,0.030083482,3,61.922,4,2004,0.0,1,1,1557.972
20.2,1,0.118025091,0,195.811,2,2007,,1,1,2553.343
20.35,0,0.060649213,0,232.7616,1,1987,2.0,2,1,2812.3392
18.6,0,0.151931742,2,101.1358,1,1987,2.0,2,1,1105.8938
13.35,0,0.103091351,4,229.9352,2,2007,,1,1,2519.3872
17.85,0,0.052389407,13,120.9072,3,2009,1.0,2,2,2817.6656
16.35,0,0.013355306,11,105.528,1,1987,2.0,2,1,2024.032
14.85,1,0.019550858,4,263.791,5,2002,,1,1,4207.856
21.25,0,0.01005532,10,183.1608,2,2007,,1,1,2756.412
14.15,0,0.034845668,13,242.7828,1,1987,2.0,2,1,3167.8764
17.2,1,0.025162022,3,145.9418,4,2004,0.0,1,1,1765.7016
10.85,0,0.162571649,13,107.4622,5,2002,,1,1,529.311
20.35,1,0.014825605,6,233.2958,6,1997,0.0,0,1,4206.5244
16.35,0,0.058034349,9,124.802,0,1998,,2,0,253.004
9.3,0,0.043785694,7,191.6846,6,1997,0.0,0,1,3057.3536
15.75,0,0.055241242,0,196.5452,2,2007,,1,1,3131.9232
14.85,0,0.061102235,9,253.2698,5,2002,,1,1,2283.0282
18.6,0,0.039517121,5,243.6802,2,2007,,1,1,5896.3248
16.35,0,0.029565309,9,256.4646,3,2009,1.0,2,2,515.3292
9.695,1,0.128283243,0,226.1404,6,1997,0.0,0,1,3375.606
15.15,1,0.012332667,13,130.0284,2,2007,,1,1,3559.3668
14.3,1,0.065195229,6,88.9856,4,2004,0.0,1,1,1669.8264
10.895,0,0.108253944,6,194.8794,0,1998,,2,0,585.2382
8.39,0,0.121178848,9,165.1868,2,2007,,1,1,2784.3756
18.35,0,0.0,4,151.934,1,1987,2.0,2,1,306.268
15.2,0,0.09698132,8,116.3492,1,1987,2.0,2,1,2548.6824
20.2,0,0.064351908,13,259.4646,4,2004,0.0,1,1,2061.3168
8.71,1,0.072301795,3,185.6924,5,2002,,1,1,3331.6632
12.15,0,0.021719387,1,163.1184,4,2004,0.0,1,1,3467.4864
8.06,0,0.021420031,2,232.0326,5,2002,,1,1,3003.4238
11.5,0,0.290430317,6,130.6652,0,1998,,2,0,258.3304
14.85,0,0.018571641,3,187.3214,6,1997,0.0,0,1,4333.6922
11.8,0,0.0,6,45.2402,3,2009,1.0,2,2,1148.505
14.7,0,0.020952705,7,143.5128,7,1999,1.0,0,1,2444.8176
18.75,0,0.034278798,9,214.1218,1,1987,2.0,2,1,4488.1578
7.235,0,0.0,13,115.1834,5,2002,,1,1,1382.2008
19.6,0,0.025325897,8,150.9024,7,1999,1.0,0,1,3795.06
7.27,1,0.020898691,3,92.2488,2,2007,,1,1,814.9392
15.1,1,0.105881129,6,42.0796,5,2002,,1,1,454.0756
7.81,0,0.112906337,14,243.5486,0,1998,,2,0,488.6972
7.81,1,0.055216312,3,125.5046,4,2004,0.0,1,1,3237.1196
6.465,0,0.125210375,3,266.8884,2,2007,,1,1,1059.9536
10.8,0,0.098814721,10,100.5042,3,2009,1.0,2,2,1884.8798
9.5,1,0.022058724,10,196.8452,6,1997,0.0,0,1,3523.4136
20.7,1,0.100091576,6,125.5388,1,1987,2.0,2,1,2105.2596
8.895,0,0.075876602,7,235.9616,2,2007,,1,1,1874.8928
15.6,0,0.037841362,13,125.2704,3,2009,1.0,2,2,2628.5784
9.0,0,0.081943273,5,214.5534,1,1987,2.0,2,1,3440.8544
19.35,0,0.016645164,5,120.9098,5,2002,,1,1,1687.1372
19.7,1,0.018061324,10,102.599,5,2002,,1,1,2063.98
5.825,0,0.091857904,9,160.7894,3,2009,1.0,2,2,1617.894
12.85,0,0.108633372,6,233.8642,3,2009,1.0,2,2,2323.642
12.85,0,0.03324652,13,172.4422,5,2002,,1,1,4483.4972
17.5,0,0.016720132,10,139.918,1,1987,2.0,2,1,419.454
17.0,0,0.055433377,4,221.1114,6,1997,0.0,0,1,4434.228
7.05,0,0.084966021,13,111.1912,6,1997,0.0,0,1,1965.4416
5.78,1,0.074135053,13,264.0568,4,2004,0.0,1,1,2109.2544
15.2,0,0.091745951,13,229.0352,4,2004,0.0,1,1,2290.352
11.35,1,0.00552947,6,169.279,4,2004,0.0,1,1,2376.906
17.5,0,0.013664703,5,257.7304,5,2002,,1,1,5683.2688
16.25,0,0.087310672,4,95.541,7,1999,1.0,0,1,1544.656
12.85,0,0.022639195,6,179.7318,7,1999,1.0,0,1,2165.1816
8.84,1,0.076873991,5,109.9228,3,2009,1.0,2,2,1547.3192
17.75,0,0.111301625,11,107.5912,6,1997,0.0,0,1,1528.6768
6.38,0,0.015193323,9,143.347,5,2002,,1,1,858.882
10.65,0,0.0,6,57.1272,4,2004,0.0,1,1,279.636
13.1,0,0.07494003,4,75.0354,6,1997,0.0,0,1,902.8248
10.195,0,0.0,5,143.1154,2,2007,,1,1,2410.8618
6.67,1,0.090456903,13,131.2626,2,2007,,1,1,2098.6016
5.32,0,0.093071679,8,103.8674,5,2002,,1,1,509.337
12.1,0,0.029902679,14,144.3444,3,2009,1.0,2,2,1161.1552
13.85,1,0.056547986,2,232.73,3,2009,1.0,2,2,6291.81
16.35,0,0.034726222,9,125.602,7,1999,1.0,0,1,3036.048
18.35,0,0.088908547,9,192.8504,1,1987,2.0,2,1,2876.256
15.5,1,0.044024163,6,102.0332,0,1998,,2,0,102.5332
12.1,0,0.020568574,13,150.4734,6,1997,0.0,0,1,2078.6276
12.1,0,0.020564685,13,148.2734,4,2004,0.0,1,1,3266.4148
19.25,1,0.058226609,5,85.2908,1,1987,2.0,2,1,671.1264
8.71,1,0.072155462,3,183.3924,6,1997,0.0,0,1,3146.5708
10.5,0,0.027253711,9,170.9106,1,1987,2.0,2,1,3251.1014
11.6,1,0.144604071,4,240.8222,3,2009,1.0,2,2,3585.333
16.0,1,0.193477995,6,55.9246,0,1998,,2,0,405.4722
6.865,0,0.056945936,13,214.6218,5,2002,,1,1,1923.4962
10.395,0,0.031288338,12,159.5604,5,2002,,1,1,2852.2872
8.05,1,0.078400465,6,259.0646,6,1997,0.0,0,1,4380.2982
5.785,1,0.038976089,6,264.2252,2,2007,,1,1,3934.878
10.3,1,0.058918844,6,191.653,7,1999,1.0,0,1,5313.084
12.5,0,0.031176157,6,103.099,3,2009,1.0,2,2,722.393
7.63,0,0.061159246,14,92.5436,7,1999,1.0,0,1,1607.2412
13.5,1,0.0,13,78.396,4,2004,0.0,1,1,1438.128
17.5,0,0.052550476,13,101.299,5,2002,,1,1,722.393
8.21,0,0.010808272,7,150.5392,3,2009,1.0,2,2,1043.9744
11.65,1,0.010963269,10,110.9544,3,2009,1.0,2,2,335.5632
18.5,0,0.0,13,119.8124,2,2007,,1,1,4029.4216
7.72,1,0.075035902,1,78.7986,3,2009,1.0,2,2,856.8846
5.88,0,0.024882614,9,149.4392,4,2004,0.0,1,1,1640.5312
6.85,0,0.022878953,5,262.3594,4,2004,0.0,1,1,3924.891
7.52,0,0.055081623,6,128.8994,1,1987,2.0,2,1,2055.9904
13.65,1,0.025920816,13,81.2302,6,1997,0.0,0,1,2059.9852
6.985,1,0.137645467,10,185.2608,5,2002,,1,1,2940.1728
9.3,0,0.026818196,4,248.9092,0,1998,,2,0,498.0184
12.1,0,0.030102335,3,74.767,1,1987,2.0,2,1,2220.443
5.98,0,0.043740308,6,145.3418,3,2009,1.0,2,2,2354.2688
9.0,0,0.069653585,8,266.2884,7,1999,1.0,0,1,2914.8724
7.145,0,0.01785932,5,160.6578,3,2009,1.0,2,2,2246.4092
19.0,0,0.017755213,8,211.7244,5,2002,,1,1,2752.4172
7.855,1,0.161875063,0,35.6848,5,2002,,1,1,335.5632
19.5,0,0.128181759,1,156.1314,4,2004,0.0,1,1,2792.3652
8.71,0,0.121250374,3,92.7778,6,1997,0.0,0,1,1032.6558
11.5,0,0.014921093,15,173.908,3,2009,1.0,2,2,1211.756
18.85,0,0.040434372,9,244.3144,7,1999,1.0,0,1,5635.3312
13.65,1,0.031508924,3,98.77,5,2002,,1,1,1697.79
6.135,0,0.079094835,14,114.386,7,1999,1.0,0,1,1018.674
5.655,0,0.175793413,14,146.9102,3,2009,1.0,2,2,1749.7224
14.85,1,0.019495051,4,261.291,1,1987,2.0,2,1,10256.649
20.75,1,0.063313974,2,153.7682,4,2004,0.0,1,1,1829.6184
10.0,0,0.0674819,13,234.859,3,2009,1.0,2,2,1181.795
10.3,0,0.070026951,4,263.6226,4,2004,0.0,1,1,6608.065
5.675,1,0.023496967,13,156.1288,6,1997,0.0,0,1,2828.3184
5.51,0,0.0,8,98.9726,3,2009,1.0,2,2,1565.9616
17.75,0,0.073559521,12,33.9216,5,2002,,1,1,830.9184
17.75,0,0.07626905,0,113.1544,3,2009,1.0,2,2,1006.6896
8.365,1,0.039925235,6,189.2188,5,2002,,1,1,4570.0512
10.0,1,0.03773288,13,128.2994,1,1987,2.0,2,1,1413.4934
18.2,1,0.066400129,6,250.1092,7,1999,1.0,0,1,5727.2116
19.35,1,0.039920687,14,163.3868,4,2004,0.0,1,1,3439.5228
7.39,0,0.120180894,11,141.447,1,1987,2.0,2,1,2290.352
7.945,0,0.015900971,13,163.821,7,1999,1.0,0,1,1794.331
16.0,1,0.172759093,13,157.0972,6,1997,0.0,0,1,4673.916
20.1,0,0.077454252,8,59.2536,6,1997,0.0,0,1,735.0432
20.6,0,0.039255412,6,94.4778,0,1998,,2,0,93.8778
8.575,1,0.072252888,4,196.5794,2,2007,,1,1,5267.1438
17.7,1,0.016664252,6,47.9034,3,2009,1.0,2,2,729.051
20.0,1,0.086187886,5,125.4678,0,1998,,2,0,127.1678
5.695,0,0.109784056,5,256.0646,0,1998,,2,0,1288.323
5.11,0,0.0,9,164.721,3,2009,1.0,2,2,3588.662
15.25,1,0.0,13,178.166,5,2002,,1,1,4853.682
18.25,1,0.183142346,4,110.357,1,1987,2.0,2,1,2087.283
15.6,1,0.0,13,170.6132,1,1987,2.0,2,1,6595.4148
13.0,0,0.153857402,3,76.3986,7,1999,1.0,0,1,778.986
7.02,0,0.081290366,6,147.3734,7,1999,1.0,0,1,2524.0478
19.7,0,0.066935459,13,177.537,6,1997,0.0,0,1,3175.866
9.1,0,0.055514919,9,112.5518,7,1999,1.0,0,1,341.5554
8.0,1,0.050657232,1,249.9092,0,1998,,2,0,249.0092
17.75,0,0.098108957,8,240.9196,3,2009,1.0,2,2,4579.3724
19.5,0,0.128405328,1,156.4314,7,1999,1.0,0,1,2326.971
7.685,0,0.025477448,8,145.276,6,1997,0.0,0,1,3515.424
9.6,0,0.040969757,8,188.7214,0,1998,,2,0,376.8428
19.6,0,0.040550868,4,45.5718,0,1998,,2,0,47.2718
17.6,0,0.175545889,13,163.6868,0,1998,,2,0,163.7868
15.6,1,0.099344826,4,63.6194,5,2002,,1,1,743.0328
12.65,0,0.042276746,9,108.4938,7,1999,1.0,0,1,1500.7132
14.5,0,0.08996026,8,159.5604,5,2002,,1,1,1426.1436
6.425,0,0.010480751,3,116.5808,3,2009,1.0,2,2,2460.7968
9.695,0,0.070587419,7,176.9344,5,2002,,1,1,5888.3352
19.6,0,0.03387323,14,56.1614,1,1987,2.0,2,1,828.921
20.7,0,0.039238384,9,152.8366,4,2004,0.0,1,1,2569.3222
12.6,0,0.024331586,4,34.9874,2,2007,,1,1,529.311
8.275,0,0.110197977,9,104.2306,1,1987,2.0,2,1,3658.571
19.85,0,0.045631231,6,128.102,1,1987,2.0,2,1,1265.02
7.36,0,0.087559621,5,55.2588,0,1998,,2,0,229.0352
20.35,1,0.252865979,10,82.7276,0,1998,,2,0,162.4552
17.7,1,0.135306012,15,183.7924,7,1999,1.0,0,1,2221.1088
